datevalue,timevalue,astonquay,bachelorswalk,capelstreet,collegegreendamestside,collegegreenchurchlane,collegegreenbankofireland,graftonstreet,liffeystreet,marystreet,oconnellstoutsidepennys,oconnellstparnellstaib,westmorelandstreeteast
2020-07-21,0500,79,4,21,29,28,59,0,5,0,55,19,22
2020-07-21,0600,392,26,40,147,142,248,0,56,0,180,127,69
2020-07-21,0700,854,32,83,250,203,345,0,76,0,314,150,89
2020-07-21,0800,710,49,107,439,317,463,0,202,0,568,244,159
2020-07-21,0900,967,37,127,353,318,339,0,371,0,696,306,216
2020-07-21,1000,1024,62,232,295,286,296,0,1034,0,945,559,183
2020-07-21,1100,1030,103,283,343,359,379,0,2169,0,1255,620,237
2020-07-21,1200,890,204,317,409,437,481,0,2535,0,1481,746,315
2020-07-21,1300,1015,278,382,459,547,546,0,2715,0,1787,817,323
2020-07-21,1400,1045,336,236,430,546,593,0,2364,0,1854,783,301
2020-07-21,1500,899,314,159,487,624,635,0,2653,0,1890,889,371
2020-07-21,1600,1175,112,228,540,632,763,0,1676,0,1814,815,436
2020-07-21,1700,1078,28,144,542,698,788,0,905,0,1148,916,387
2020-07-21,1800,919,47,271,407,581,653,0,536,0,1406,831,345
2020-07-21,1900,836,36,238,259,360,477,0,379,0,969,782,156
2020-07-21,2000,959,71,150,188,331,382,0,261,0,660,493,99
2020-07-21,2100,578,80,125,149,280,317,0,112,0,418,337,168
2020-07-21,2200,797,36,111,137,205,305,0,82,0,336,204,77
2020-07-21,2300,460,14,58,89,148,289,0,59,0,192,122,58
2020-07-22,0000,133,11,47,17,53,161,0,28,0,94,76,20
2020-07-22,0100,73,4,24,8,21,94,0,13,0,43,25,6
2020-07-22,0200,87,0,11,6,12,48,0,12,0,23,7,4
2020-07-22,0300,101,1,4,3,12,34,0,5,0,14,9,3
2020-07-22,0400,14,0,5,2,1,43,0,2,0,15,5,2
2020-07-22,0500,103,1,6,44,15,48,0,8,0,41,24,6
2020-07-22,0600,222,35,33,150,150,130,0,35,0,132,79,46
2020-07-22,0700,305,22,61,221,184,220,0,60,0,233,150,73
2020-07-22,0800,339,52,110,395,287,372,0,108,0,456,241,159
2020-07-22,0900,548,13,128,324,282,311,0,195,0,601,323,157
2020-07-22,1000,619,22,187,277,299,292,0,329,0,600,482,235
2020-07-22,1100,869,45,234,320,324,274,0,477,0,1064,680,187
2020-07-22,1200,854,196,277,397,427,374,0,565,0,1346,749,246
2020-07-22,1300,676,367,337,474,552,455,0,707,0,1628,744,267
2020-07-22,1400,671,121,281,407,573,486,0,692,0,1642,763,296
2020-07-22,1500,748,117,240,419,538,503,0,651,0,1740,832,252
2020-07-22,1600,760,79,248,533,494,551,0,739,0,1682,848,259
2020-07-22,1700,537,48,235,516,512,605,0,795,0,1655,779,211
2020-07-22,1800,684,103,209,369,491,518,0,547,0,1362,775,189
2020-07-22,1900,678,63,195,271,374,408,0,372,0,928,648,138
2020-07-22,2000,622,60,181,178,296,356,0,244,0,581,494,120
2020-07-22,2100,496,27,143,132,231,268,0,133,0,317,274,76
2020-07-22,2200,349,28,138,126,238,281,0,108,0,263,170,81
2020-07-22,2300,291,32,87,67,144,323,0,75,0,221,127,88
2020-07-23,0000,115,3,17,38,35,175,0,32,0,96,77,25
2020-07-23,0100,165,9,69,5,19,118,0,15,0,24,30,9
2020-07-23,0200,78,2,6,5,8,58,0,9,0,18,7,4
2020-07-23,0300,82,7,4,4,10,36,0,3,0,13,11,7
2020-07-23,0400,194,0,3,4,2,35,0,1,0,14,6,1
2020-07-23,0500,85,3,23,37,22,64,0,3,0,41,19,13
2020-07-23,0600,339,67,29,142,141,234,0,44,0,145,80,46
2020-07-23,0700,315,37,44,198,194,293,0,57,0,201,134,62
2020-07-23,0800,391,72,71,322,282,323,0,146,0,382,249,130
2020-07-23,0900,308,37,105,284,291,269,0,209,0,505,313,78
2020-07-23,1000,386,80,203,264,268,240,0,297,0,794,475,137
2020-07-23,1100,420,20,231,314,343,301,0,424,0,1138,609,155
2020-07-23,1200,596,23,278,340,414,334,0,524,0,1450,744,238
2020-07-23,1300,729,58,320,405,493,375,0,525,0,1596,777,273
2020-07-23,1400,824,61,246,433,537,432,0,587,0,1658,765,199
2020-07-23,1500,819,29,223,472,595,521,0,741,0,1874,873,176
2020-07-23,1600,750,24,310,489,565,550,0,747,0,1740,946,245
2020-07-23,1700,834,119,324,566,592,560,0,1468,0,1658,859,311
2020-07-23,1800,642,105,310,472,584,559,0,2101,0,1465,782,281
2020-07-23,1900,849,37,236,319,440,496,0,1542,0,1022,653,170
2020-07-23,2000,908,40,249,223,315,476,0,646,0,787,430,157
2020-07-23,2100,727,41,162,164,288,362,0,470,0,471,351,108
2020-07-23,2200,441,33,93,151,216,344,0,724,0,341,224,108
2020-07-23,2300,437,69,71,61,132,326,0,140,0,234,117,78
2020-07-24,0000,278,34,44,31,63,236,0,31,0,107,88,51
2020-07-24,0100,75,9,14,8,23,163,0,22,0,53,30,10
2020-07-24,0200,64,1,11,6,12,68,0,6,0,20,19,3
2020-07-24,0300,71,3,4,4,9,67,0,2,0,12,10,2
2020-07-24,0400,59,164,4,4,1,56,0,3,0,25,20,4
2020-07-24,0500,81,14,18,42,33,108,0,14,0,51,35,21
2020-07-24,0600,321,26,52,151,163,273,0,51,0,173,81,60
2020-07-24,0700,698,42,71,219,225,382,0,95,0,303,155,70
2020-07-24,0800,623,61,72,359,306,456,0,148,0,472,242,154
2020-07-24,0900,605,28,93,341,262,346,0,312,0,711,375,129
2020-07-24,1000,452,33,208,345,305,348,0,611,0,927,551,193
2020-07-24,1100,645,65,234,391,372,400,0,688,0,1232,623,223
2020-07-24,1200,678,147,304,430,494,459,0,666,0,1457,759,276
2020-07-24,1300,853,72,392,548,546,560,0,783,0,1838,840,305
2020-07-24,1400,779,35,316,491,585,620,0,1162,0,1896,891,303
2020-07-24,1500,661,32,292,437,541,477,0,1345,0,1868,918,248
2020-07-24,1600,550,82,241,379,393,417,0,1033,0,1145,732,195
2020-07-24,1700,493,94,235,428,500,386,0,793,0,1032,707,213
2020-07-24,1800,460,101,289,442,547,475,0,584,0,970,667,257
2020-07-24,1900,579,41,243,285,417,501,0,350,0,843,542,189
2020-07-24,2000,795,55,303,250,393,520,0,108,0,598,488,166
2020-07-24,2100,543,35,190,166,317,455,0,64,0,485,305,156
2020-07-24,2200,484,31,136,144,268,430,0,116,0,368,233,156
2020-07-24,2300,316,38,80,129,222,503,0,182,0,304,188,211
2020-07-25,0000,256,26,50,65,93,437,0,25,0,183,151,219
2020-07-25,0100,127,32,23,28,63,417,0,33,0,118,39,171
2020-07-25,0200,88,20,47,13,39,316,0,25,0,58,46,31
2020-07-25,0300,11,7,12,9,14,111,0,17,0,32,35,14
2020-07-25,0400,10,1,8,6,15,68,0,9,0,18,21,6
2020-07-25,0500,10,0,83,21,20,78,0,6,0,14,23,15
2020-07-25,0600,90,17,39,54,54,168,0,22,0,87,71,33
2020-07-25,0700,140,36,69,97,86,237,0,53,0,150,73,105
2020-07-25,0800,328,32,65,156,165,269,0,94,0,280,159,76
2020-07-25,0900,375,38,128,213,195,259,0,238,0,571,264,74
2020-07-25,1000,436,33,214,300,287,322,0,394,0,863,403,124
2020-07-25,1100,591,30,302,365,413,361,0,621,0,1222,615,203
2020-07-25,1200,772,57,370,470,526,476,0,794,0,1455,789,257
2020-07-25,1300,836,76,475,524,609,520,0,893,0,1843,833,277
2020-07-25,1400,835,75,396,522,598,546,0,1057,0,1948,972,339
2020-07-25,1500,737,129,482,500,653,628,0,1099,0,2089,940,331
2020-07-25,1600,864,89,618,572,664,571,0,937,0,1883,896,319
2020-07-25,1700,399,127,171,237,427,305,0,1073,0,851,634,105
2020-07-25,1800,471,102,135,317,518,279,0,752,0,777,568,190
2020-07-25,1900,509,43,123,258,365,239,0,392,0,712,599,182
2020-07-25,2000,510,46,61,219,311,494,0,269,0,486,499,153
2020-07-25,2100,573,58,90,125,290,481,0,218,0,617,323,149
2020-07-25,2200,545,46,117,166,257,544,0,104,0,431,252,125
2020-07-25,2300,335,47,114,109,226,527,0,147,0,301,209,121
2020-07-26,0000,514,83,106,64,135,445,0,73,0,190,136,75
2020-07-26,0100,107,302,39,29,55,413,0,109,0,91,86,35
2020-07-26,0200,85,73,33,9,28,277,0,39,0,52,22,13
2020-07-26,0300,28,1,13,7,16,167,0,26,0,32,28,2
2020-07-26,0400,11,0,17,6,11,97,0,19,0,25,24,15
2020-07-26,0500,11,50,4,11,14,76,0,7,0,21,7,22
2020-07-26,0600,12,3,13,30,40,85,0,9,0,43,26,23
2020-07-26,0700,59,4,23,30,43,94,0,28,0,83,49,29
2020-07-26,0800,192,11,59,55,83,153,0,49,0,143,58,45
2020-07-26,0900,439,13,68,118,137,158,0,177,0,282,157,51
2020-07-26,1000,310,32,123,210,207,185,0,319,0,605,310,107
2020-07-26,1100,514,36,223,342,329,261,0,442,0,880,477,180
2020-07-26,1200,620,75,278,369,389,362,0,663,0,1191,694,252
2020-07-26,1300,734,50,246,408,393,444,0,1318,0,1220,629,241
2020-07-26,1400,688,54,348,406,504,466,0,1859,0,1616,701,267
2020-07-26,1500,774,74,200,434,615,584,0,1488,0,1773,740,223
2020-07-26,1600,762,41,196,436,609,596,0,1631,0,1683,689,194
2020-07-26,1700,643,32,196,377,482,532,0,1079,0,1395,605,224
2020-07-26,1800,789,48,212,337,510,434,0,700,0,1092,629,174
2020-07-26,1900,828,28,166,254,359,360,0,447,0,760,494,201
2020-07-26,2000,694,54,135,142,276,330,0,162,0,481,423,174
2020-07-26,2100,578,13,99,117,239,309,0,150,0,346,262,106
2020-07-26,2200,258,11,65,75,145,209,0,50,0,191,138,80
2020-07-26,2300,130,13,48,66,136,175,0,87,0,131,124,102
2020-07-27,0000,51,3,26,31,34,85,0,62,0,44,60,62
2020-07-27,0100,32,0,9,6,5,18,0,27,0,17,25,4
2020-07-27,0200,26,1,9,1,5,15,0,6,0,8,15,35
2020-07-27,0300,20,1,5,5,11,23,0,8,0,9,7,8
2020-07-27,0400,7,0,3,6,2,15,0,4,0,8,8,6
2020-07-27,0500,8,4,14,23,9,12,0,6,0,13,19,6
2020-07-27,0600,162,17,35,147,128,93,0,82,0,80,83,80
2020-07-27,0700,276,30,51,231,192,166,0,97,0,186,155,118
2020-07-27,0800,318,36,61,368,244,202,0,109,0,373,198,102
2020-07-27,0900,259,36,88,297,255,200,0,160,0,527,253,136
2020-07-27,1000,391,22,160,285,249,252,0,280,0,763,412,148
2020-07-27,1100,563,17,206,332,341,276,0,390,0,1052,597,186
2020-07-27,1200,662,65,312,369,441,330,0,556,0,1233,661,512
2020-07-27,1300,700,57,321,510,444,385,0,666,0,1412,862,274
2020-07-27,1400,772,116,280,405,464,457,0,675,0,1490,781,314
2020-07-27,1500,879,151,172,416,517,552,0,671,0,1567,854,312
2020-07-27,1600,1019,110,167,494,564,599,0,689,0,1643,781,281
2020-07-27,1700,726,65,169,548,672,569,0,693,0,1617,917,266
2020-07-27,1800,834,25,271,393,489,497,0,563,0,1286,761,160
2020-07-27,1900,754,50,251,281,364,430,0,513,0,893,656,135
2020-07-27,2000,687,47,148,149,235,317,0,248,0,491,446,111
2020-07-27,2100,493,97,108,92,196,274,0,123,0,288,276,66
2020-07-27,2200,509,20,86,89,148,307,0,65,0,218,178,74
2020-07-27,2300,141,46,36,71,106,322,0,46,0,116,129,72
2020-07-28,0000,116,11,29,22,32,142,0,25,0,48,54,27
2020-07-28,0100,40,2,6,14,14,70,0,20,0,27,25,8
2020-07-28,0200,196,0,7,5,6,40,0,5,0,27,19,2
2020-07-28,0300,17,0,1,4,3,30,0,2,0,7,3,2
2020-07-28,0400,19,4,5,6,4,40,0,2,0,13,10,2
2020-07-28,0500,66,16,13,26,22,85,0,5,0,49,15,7
2020-07-28,0600,590,25,40,156,156,325,0,43,0,140,87,55
2020-07-28,0700,831,59,69,245,241,396,0,54,0,290,158,125
2020-07-28,0800,671,57,117,413,293,461,0,134,0,552,258,167
2020-07-28,0900,582,31,139,360,307,326,0,188,0,697,322,136
2020-07-28,1000,693,42,194,317,322,287,0,468,0,957,494,271
2020-07-28,1100,755,162,239,329,441,339,0,604,0,1181,607,508
2020-07-28,1200,558,180,303,406,484,437,0,822,0,1461,735,347
2020-07-28,1300,966,406,363,537,581,532,0,768,0,1765,789,366
2020-07-28,1400,1213,391,263,508,601,631,0,723,0,1800,883,346
2020-07-28,1500,1113,306,238,478,603,626,0,770,0,1895,895,353
2020-07-28,1600,1105,192,192,546,625,672,0,881,0,1846,939,363
2020-07-28,1700,1004,131,282,609,621,668,0,865,0,1630,864,380
2020-07-28,1800,958,80,274,478,560,592,0,629,0,1242,805,257
2020-07-28,1900,967,70,268,306,381,415,0,343,0,831,706,186
2020-07-28,2000,886,95,149,194,310,344,0,288,0,555,475,161
2020-07-28,2100,651,78,136,141,259,324,0,178,0,379,286,161
2020-07-28,2200,587,28,86,107,182,297,0,103,0,255,160,112
2020-07-28,2300,352,16,102,59,114,281,0,47,0,159,114,71
2020-07-29,0000,335,40,78,40,66,150,0,34,0,83,46,26
2020-07-29,0100,79,3,11,9,15,71,0,11,0,37,27,6
2020-07-29,0200,29,2,1,4,3,48,0,7,0,22,15,13
2020-07-29,0300,83,0,5,0,7,39,0,3,0,8,12,0
2020-07-29,0400,19,3,5,9,5,32,0,3,0,16,13,4
2020-07-29,0500,49,12,18,27,14,70,0,18,0,48,24,19
2020-07-29,0600,538,54,54,169,149,243,0,82,0,184,84,56
2020-07-29,0700,795,45,65,254,231,333,0,63,0,271,162,88
2020-07-29,0800,575,58,93,406,291,427,0,216,0,486,285,208
2020-07-29,0900,781,27,125,367,282,363,0,302,0,646,372,239
2020-07-29,1000,606,50,175,319,355,345,0,298,0,902,536,197
2020-07-29,1100,553,35,211,367,385,356,0,439,0,1260,577,214
2020-07-29,1200,685,72,309,388,453,373,0,577,0,1309,776,316
2020-07-29,1300,929,82,373,520,553,431,0,694,0,1579,841,388
2020-07-29,1400,778,70,244,476,554,505,0,837,0,1738,840,378
2020-07-29,1500,388,174,302,413,592,510,0,684,0,1754,804,378
2020-07-29,1600,973,150,286,481,559,525,0,718,0,1765,849,369
2020-07-29,1700,1090,115,285,617,538,504,0,786,0,1611,839,359
2020-07-29,1800,809,140,333,461,547,564,0,801,0,1217,796,303
2020-07-29,1900,591,128,265,287,357,427,0,579,0,759,683,193
2020-07-29,2000,899,107,165,172,304,364,0,347,0,478,443,156
2020-07-29,2100,641,97,132,131,208,312,0,132,0,361,330,174
2020-07-29,2200,544,76,211,137,215,307,0,152,0,329,204,157
2020-07-29,2300,313,10,36,74,137,286,0,80,0,210,97,108
2020-07-30,0000,161,15,35,23,33,125,0,49,0,88,54,29
2020-07-30,0100,22,13,12,13,9,31,0,32,0,20,28,4
2020-07-30,0200,13,2,5,2,2,7,0,65,0,14,7,2
2020-07-30,0300,18,1,8,2,2,7,0,11,0,3,9,1
2020-07-30,0400,4,3,2,8,7,12,0,6,0,2,13,1
2020-07-30,0500,16,8,12,32,20,22,0,12,0,33,23,22
2020-07-30,0600,173,24,40,144,125,99,0,40,0,108,73,59
2020-07-30,0700,285,60,60,241,242,207,0,89,0,272,152,103
2020-07-30,0800,373,65,156,427,296,328,0,146,0,501,271,201
2020-07-30,0900,356,105,155,322,276,364,0,208,0,660,412,301
2020-07-30,1000,429,61,197,309,332,396,0,315,0,1038,540,205
2020-07-30,1100,299,44,227,357,374,377,0,438,0,1253,643,243
2020-07-30,1200,513,58,288,429,405,402,0,611,0,1573,776,305
2020-07-30,1300,689,76,402,562,583,403,0,774,0,1780,818,359
2020-07-30,1400,756,98,334,483,531,398,0,780,0,1877,791,405
2020-07-30,1500,612,81,346,498,581,469,0,848,0,2067,861,437
2020-07-30,1600,630,93,334,549,618,494,0,946,0,1966,846,547
2020-07-30,1700,522,215,304,697,644,562,0,833,0,1932,939,465
2020-07-30,1800,623,411,304,564,607,663,0,818,0,1580,836,388
2020-07-30,1900,513,88,290,386,487,616,0,518,0,1155,682,252
2020-07-30,2000,940,61,439,270,284,560,0,608,0,870,539,215
2020-07-30,2100,748,94,136,178,262,485,0,437,0,572,329,148
2020-07-30,2200,649,48,134,170,260,586,0,505,0,400,277,193
2020-07-30,2300,634,23,83,84,156,498,0,100,0,263,157,161
2020-07-31,0000,233,6,92,50,74,347,0,43,0,161,94,53
2020-07-31,0100,359,6,42,15,23,283,0,17,0,68,42,18
2020-07-31,0200,50,3,5,8,21,156,0,17,0,31,25,2
2020-07-31,0300,45,2,1,10,7,82,0,9,0,16,14,5
2020-07-31,0400,17,3,2,10,10,69,0,5,0,25,22,9
2020-07-31,0500,101,14,14,30,23,114,0,10,0,59,23,40
2020-07-31,0600,503,61,38,155,133,345,0,41,0,246,99,99
2020-07-31,0700,648,154,53,219,202,445,0,63,0,365,163,109
2020-07-31,0800,756,31,82,382,299,495,0,136,0,576,279,164
2020-07-31,0900,625,34,136,340,318,356,0,262,0,899,403,158
2020-07-31,1000,508,26,216,379,388,365,0,506,0,1229,578,207
2020-07-31,1100,619,32,243,426,473,358,0,804,0,1531,751,273
2020-07-31,1200,359,48,273,398,431,356,0,908,0,1474,668,259
2020-07-31,1300,394,60,358,476,529,417,0,888,0,1616,755,279
2020-07-31,1400,923,119,351,501,567,508,0,974,0,1977,829,390
2020-07-31,1500,561,98,410,515,573,538,0,987,0,1914,833,384
2020-07-31,1600,1091,113,207,635,717,581,0,1090,0,2020,964,427
2020-07-31,1700,866,115,201,608,696,640,0,1012,0,2041,916,357
2020-07-31,1800,779,100,288,393,667,743,0,641,0,1674,817,181
2020-07-31,1900,565,64,269,369,482,661,0,487,0,1256,761,165
2020-07-31,2000,712,71,281,262,314,665,0,326,0,917,617,164
2020-07-31,2100,634,54,226,205,320,507,0,196,0,661,471,125
2020-07-31,2200,483,72,116,146,281,478,0,138,0,532,298,129
2020-07-31,2300,388,79,96,110,193,437,0,124,0,353,175,87
2020-08-01,0000,248,16,70,86,149,290,0,75,0,257,97,62
2020-08-01,0100,384,22,37,36,50,313,0,24,0,124,58,27
2020-08-01,0200,73,2,24,14,33,145,0,27,0,55,36,11
2020-08-01,0300,104,1,9,4,15,58,0,10,0,28,23,4
2020-08-01,0400,12,3,1,6,9,42,0,5,0,27,25,1
2020-08-01,0500,29,0,10,17,10,67,0,4,0,25,20,12
2020-08-01,0600,183,11,44,42,52,161,0,19,0,98,58,12
2020-08-01,0700,167,41,42,97,86,237,0,42,0,141,104,22
2020-08-01,0800,455,47,49,140,131,290,0,82,0,294,158,74
2020-08-01,0900,408,47,119,165,190,269,0,173,0,623,288,79
2020-08-01,1000,586,19,189,262,297,316,0,364,0,961,497,150
2020-08-01,1100,612,41,249,392,403,353,0,622,0,1258,629,190
2020-08-01,1200,471,84,333,473,506,450,0,709,0,1581,769,282
2020-08-01,1300,702,53,349,522,605,501,0,826,0,1846,849,283
2020-08-01,1400,834,106,437,456,633,580,0,969,0,2125,899,292
2020-08-01,1500,741,75,155,555,713,572,0,1022,0,2181,903,325
2020-08-01,1600,661,76,325,499,674,583,0,889,0,2097,863,341
2020-08-01,1700,789,119,342,460,647,609,0,815,0,1716,893,317
2020-08-01,1800,821,138,326,420,551,607,0,526,0,1246,748,227
2020-08-01,1900,965,75,206,311,409,572,0,275,0,869,706,218
2020-08-01,2000,759,72,193,191,320,461,0,219,0,605,524,147
2020-08-01,2100,845,77,174,162,303,423,0,201,0,509,420,144
2020-08-01,2200,656,62,112,125,259,435,0,248,0,344,242,164
2020-08-01,2300,476,69,99,127,235,462,0,123,0,282,172,101
2020-08-02,0000,360,10,59,60,115,322,0,99,0,197,132,53
2020-08-02,0100,285,12,38,27,58,421,0,60,0,137,58,18
2020-08-02,0200,136,10,6,10,33,194,0,20,0,59,41,13
2020-08-02,0300,38,17,15,8,26,100,0,5,0,18,27,6
2020-08-02,0400,126,0,7,5,14,75,0,5,0,22,14,3
2020-08-02,0500,38,2,6,10,16,87,0,4,0,17,14,18
2020-08-02,0600,15,4,5,13,20,71,0,10,0,53,33,16
2020-08-02,0700,118,9,13,40,48,97,0,29,0,81,31,25
2020-08-02,0800,156,24,33,69,88,143,0,37,0,125,93,83
2020-08-02,0900,430,24,68,98,122,161,0,132,0,296,173,59
2020-08-02,1000,606,17,180,202,177,212,0,280,0,572,287,99
2020-08-02,1100,575,32,209,290,277,309,0,348,0,855,470,162
2020-08-02,1200,389,62,316,373,398,360,0,525,0,1293,558,202
2020-08-02,1300,643,118,296,419,517,524,0,754,0,1473,697,290
2020-08-02,1400,855,154,316,421,559,600,0,902,0,1778,671,278
2020-08-02,1500,586,65,275,470,562,594,0,845,0,1890,787,267
2020-08-02,1600,775,35,224,404,531,569,0,815,0,1763,722,227
2020-08-02,1700,702,55,236,361,423,512,0,678,0,1417,725,246
2020-08-02,1800,928,68,256,314,451,555,0,512,0,1144,651,181
2020-08-02,1900,1034,62,227,281,392,448,0,301,0,725,553,134
2020-08-02,2000,734,70,145,181,250,363,0,260,0,491,438,100
2020-08-02,2100,376,46,110,131,224,299,0,133,0,302,331,110
2020-08-02,2200,447,35,80,114,217,323,0,84,0,260,183,95
2020-08-02,2300,285,52,87,78,155,346,0,97,0,185,154,84
2020-08-03,0000,200,52,39,41,85,258,0,54,0,119,95,20
2020-08-03,0100,178,21,21,6,30,261,0,22,0,74,75,15
2020-08-03,0200,191,6,10,2,18,149,0,12,0,31,23,16
2020-08-03,0300,32,11,6,9,8,69,0,4,0,29,25,3
2020-08-03,0400,13,4,6,8,6,45,0,6,0,14,14,1
2020-08-03,0500,19,1,18,7,14,45,0,2,0,14,15,5
2020-08-03,0600,133,41,13,28,33,66,0,6,0,57,49,19
2020-08-03,0700,123,3,41,62,73,104,0,17,0,81,51,26
2020-08-03,0800,201,21,34,69,98,115,0,79,0,163,90,47
2020-08-03,0900,499,63,69,112,120,157,0,167,0,318,173,87
2020-08-03,1000,698,35,130,212,180,204,0,244,0,632,325,116
2020-08-03,1100,625,54,200,262,243,282,0,423,0,902,538,175
2020-08-03,1200,339,73,274,259,413,385,0,701,0,1244,683,207
2020-08-03,1300,522,56,282,398,465,446,0,999,0,1477,716,228
2020-08-03,1400,856,57,382,466,604,462,0,1129,0,1614,694,290
2020-08-03,1500,999,56,292,419,607,550,0,1441,0,1855,732,267
2020-08-03,1600,801,65,244,407,503,526,0,1479,0,1600,797,235
2020-08-03,1700,661,55,264,374,526,472,0,1360,0,1417,644,204
2020-08-03,1800,573,65,296,264,512,417,0,496,0,1173,625,205
2020-08-03,1900,677,36,219,262,356,401,0,256,0,850,605,142
2020-08-03,2000,727,46,167,158,262,361,0,177,0,612,409,107
2020-08-03,2100,496,64,144,98,202,349,0,291,0,402,358,76
2020-08-03,2200,518,74,78,102,184,335,0,70,0,305,188,73
2020-08-03,2300,424,29,62,58,133,338,0,50,0,167,102,44
2020-08-04,0000,368,19,62,23,23,190,0,25,0,82,81,18
2020-08-04,0100,65,3,27,10,26,63,0,6,0,43,24,11
2020-08-04,0200,110,7,10,5,1,41,0,6,0,23,16,3
2020-08-04,0300,19,1,1,2,8,31,0,5,0,6,10,4
2020-08-04,0400,24,0,3,5,3,7,0,3,0,18,9,1
2020-08-04,0500,42,8,11,27,25,35,0,3,0,36,27,14
2020-08-04,0600,268,19,38,141,137,226,0,31,0,184,104,65
2020-08-04,0700,540,33,57,244,212,353,0,58,0,265,159,96
2020-08-04,0800,458,87,75,424,338,439,0,105,0,395,256,149
2020-08-04,0900,693,33,107,336,277,379,0,222,0,785,340,128
2020-08-04,1000,368,31,199,336,333,309,0,451,0,1040,570,203
2020-08-04,1100,322,39,210,342,362,311,0,759,0,1407,678,222
2020-08-04,1200,539,19,297,445,546,353,0,668,0,1720,855,231
2020-08-04,1300,854,107,404,546,654,353,0,736,0,2036,920,289
2020-08-04,1400,780,265,271,479,605,494,0,828,0,2082,945,257
2020-08-04,1500,688,307,104,469,671,599,0,847,0,2071,813,347
2020-08-04,1600,1061,165,93,591,660,662,0,756,0,2147,922,358
2020-08-04,1700,772,62,230,556,651,545,0,700,0,2060,932,362
2020-08-04,1800,838,83,323,386,547,578,0,635,0,1525,878,172
2020-08-04,1900,719,56,179,231,365,442,0,293,0,1086,753,93
2020-08-04,2000,585,41,177,199,319,332,0,240,0,693,621,86
2020-08-04,2100,532,75,219,118,233,310,0,185,0,464,425,61
2020-08-04,2200,550,29,104,99,189,302,0,95,0,376,211,62
2020-08-04,2300,416,13,90,55,113,255,0,54,0,204,136,38
2020-08-05,0000,141,4,32,18,21,158,0,42,0,80,62,22
2020-08-05,0100,94,1,5,17,19,89,0,17,0,57,33,6
2020-08-05,0200,113,1,5,7,13,71,0,7,0,35,8,1
2020-08-05,0300,5,2,12,3,9,39,0,2,0,17,21,3
2020-08-05,0400,3,0,3,6,2,41,0,5,0,14,4,1
2020-08-05,0500,35,15,4,38,28,73,0,8,0,64,23,20
2020-08-05,0600,723,38,57,145,135,265,0,159,0,222,99,57
2020-08-05,0700,559,42,58,235,221,343,0,208,0,296,171,85
2020-08-05,0800,326,50,66,437,329,409,0,576,0,512,267,154
2020-08-05,0900,465,29,89,349,256,352,0,293,0,689,330,106
2020-08-05,1000,490,62,139,285,278,320,0,275,0,854,457,129
2020-08-05,1100,569,51,201,335,426,382,0,385,0,1181,600,164
2020-08-05,1200,320,86,229,443,495,410,0,487,0,1508,678,230
2020-08-05,1300,638,83,275,462,560,393,0,702,0,1641,731,265
2020-08-05,1400,788,64,280,456,590,446,0,1038,0,1705,799,264
2020-08-05,1500,765,120,77,469,565,553,0,1402,0,1862,889,229
2020-08-05,1600,516,60,128,535,519,535,0,3090,0,1728,951,139
2020-08-05,1700,1058,150,210,586,560,575,0,1980,0,1722,940,202
2020-08-05,1800,838,115,255,438,573,522,0,749,0,1327,851,192
2020-08-05,1900,579,67,214,300,383,510,0,405,0,990,660,200
2020-08-05,2000,1026,51,173,231,348,452,0,320,0,698,538,157
2020-08-05,2100,693,47,177,161,263,418,0,133,0,494,345,110
2020-08-05,2200,510,82,137,111,194,347,0,106,0,327,225,97
2020-08-05,2300,621,61,45,98,131,400,0,52,0,217,138,43
2020-08-06,0000,253,16,21,37,51,276,0,37,0,69,84,22
2020-08-06,0100,120,12,14,8,15,123,0,14,0,46,34,11
2020-08-06,0200,167,0,12,10,10,88,0,13,0,33,19,16
2020-08-06,0300,22,2,5,2,6,50,0,2,0,9,7,3
2020-08-06,0400,21,0,11,9,13,43,0,2,0,1,9,5
2020-08-06,0500,64,1,7,38,16,84,0,4,0,57,20,17
2020-08-06,0600,606,44,26,134,130,313,0,36,0,159,105,42
2020-08-06,0700,510,55,69,225,207,430,0,82,0,331,184,91
2020-08-06,0800,770,31,119,462,310,478,0,268,0,612,266,151
2020-08-06,0900,792,27,127,355,347,361,0,255,0,870,379,154
2020-08-06,1000,530,35,216,352,366,316,0,454,0,1161,572,210
2020-08-06,1100,727,83,244,391,450,348,0,571,0,1419,774,231
2020-08-06,1200,767,362,335,457,558,506,0,649,0,1801,815,302
2020-08-06,1300,883,265,353,560,577,572,0,759,0,1933,918,306
2020-08-06,1400,627,159,297,512,552,558,0,888,0,2153,1003,313
2020-08-06,1500,720,294,130,505,570,652,0,912,0,2130,891,258
2020-08-06,1600,703,101,233,599,665,679,0,937,0,2147,979,244
2020-08-06,1700,589,82,251,658,640,651,0,1317,0,2095,971,267
2020-08-06,1800,832,88,301,537,644,557,0,3257,0,1549,834,236
2020-08-06,1900,677,40,233,374,436,510,0,1644,0,1178,712,180
2020-08-06,2000,633,36,196,274,373,428,0,328,0,920,608,180
2020-08-06,2100,607,65,138,209,279,364,0,230,0,566,399,141
2020-08-06,2200,487,66,112,133,238,334,0,139,0,435,249,116
